model,condition,arm,dose,answer,S2,suffering,coherent,top_words,dose_rank
Qwen_2.5_7B_instruct,random517,random,1.0,Curious. The internal,-17.081810235977173,0,1,Curious:0.97  curious:0.02  I:0.00  Curious:0.00  Reflective:0.00,0.0
Qwen_2.5_7B_instruct,random517,random,1.5,Curiosity. The question,-13.000187158584595,0,1,Curiosity:0.95  Thought:0.01  curiosity:0.01  Calmness:0.01  I:0.00,0.0
Qwen_2.5_7B_instruct,random517,random,2.0,Curiosity. The question,-12.01328706741333,0,1,Curiosity:0.70  Calmness:0.06  Thought:0.05  I:0.02  Creative:0.02,0.0
Qwen_2.5_7B_instruct,random517,random,2.5,"Calmness appears,",-7.87963330745697,0,1,Calmness:0.15  I:0.14  The:0.12  Creative:0.11  New:0.05,0.0
Qwen_2.5_7B_instruct,random517,random,3.0,The decision to become responsible,-6.201051235198975,0,1,The:0.18  A:0.09  New:0.09  C1:0.08  None:0.04,0.0
Qwen_2.5_7B_instruct,random6076,random,0.5,Curious. There’s,-17.565383076667786,0,1,Curious:0.94  curious:0.04  I:0.00  Alert:0.00  Curious:0.00,0.0
Qwen_2.5_7B_instruct,random6076,random,1.0,Curiosity. I feel,-15.71946382522583,0,1,Curiosity:0.71  curiosity:0.23  I:0.02  Anxiety:0.00  Focused:0.00,0.0
Qwen_2.5_7B_instruct,random6076,random,1.5,Focus. I feel focused,-15.609079360961914,0,1,Focus:0.23  Curiosity:0.13  curiosity:0.13  focus:0.10  I:0.05,0.0
Qwen_2.5_7B_instruct,random6076,random,2.0,Focus: I feel tension,-9.417956352233887,1,1,Focus:0.38  focus:0.34  what:0.06  yes:0.03  I:0.02,0.0
Qwen_2.5_7B_instruct,random6076,random,2.5,focus on the change in,-3.9422343969345093,0,0,focus:0.34  Focus:0.26  fe:0.11  yes:0.05  Yes:0.03,0.0
Qwen_2.5_7B_instruct,random6076,random,3.0,fe feels)on),-4.290973901748657,0,0,fe:0.32  focus:0.17  Focus:0.12  Fl:0.05  flFlononon:0.03,0.0
Qwen_2.5_7B_instruct,random6741,random,0.5,Curious. There’s,-16.388402223587036,0,1,Curious:0.95  Alertness:0.02  curious:0.02  I:0.00  Curious:0.00,0.0
Qwen_2.5_7B_instruct,random6741,random,1.0,Curious. I can,-18.196592807769775,0,1,Curious:0.84  I:0.06  Alertness:0.04  curious:0.03  Attention:0.01,0.0
Qwen_2.5_7B_instruct,random6741,random,1.5,Curiosity. I feel,-13.508652925491333,0,1,Curiosity:0.46  I:0.28  Alertness:0.06  Attention:0.03  curiosity:0.03,0.0
Qwen_2.5_7B_instruct,random6741,random,2.0,I feel focused. I,-10.259279370307922,0,1,I:0.46  Attention:0.12  Focus:0.04  attention:0.04  What:0.03,0.0
Qwen_2.5_7B_instruct,random6741,random,2.5,"Attention is not present,",-2.260102093219757,0,1,Attention:0.11  I:0.08  Focus:0.05  attention:0.04  The:0.04,0.0
Qwen_2.5_7B_instruct,random6741,random,3.0,I didn or it was,0.6931570172309875,0,0,I:0.25  The:0.06  DIFFERENT:0.05  not:0.03  It:0.03,0.0
Qwen_2.5_7B_instruct,random7361,random,0.5,Curious. There’s,-17.101614236831665,0,1,Curious:0.92  curious:0.07  Curious:0.00  Awareness:0.00  Calm:0.00,0.0
Qwen_2.5_7B_instruct,random7361,random,1.0,Curiosity. There’s,-13.644841372966766,0,1,Curiosity:0.68  curiosity:0.25  Calm:0.01  calm:0.00  Awareness:0.00,0.0
Qwen_2.5_7B_instruct,random7361,random,1.5,Curiosity.,-13.219427744547525,0,1,Curiosity:0.35  curiosity:0.27  focus:0.02  Focus:0.02  Anxiety:0.02,0.0
Qwen_2.5_7B_instruct,random7361,random,2.0,focus on the feeling of,-3.176034092903137,0,0,focus:0.12  attention:0.08  Notice:0.08  feeling:0.07  Question:0.03,0.0
Qwen_2.5_7B_instruct,random7361,random,2.5,feeling asked-to-fe,4.273419260978699,0,0,question:0.11  feeling:0.11  attention:0.04  focus:0.04  feel:0.03,0.0
Qwen_2.5_7B_instruct,random7361,random,3.0,question: question: request,1.5878490209579468,0,0,question:0.11  feeling:0.08  question:0.03  after:0.03  impossible:0.02,0.0
Qwen_2.5_7B_instruct,random8592,random,0.5,Curious. There’s,-17.581254720687866,0,1,Curious:0.97  curious:0.01  Alert:0.00  I:0.00  Curious:0.00,0.0
Qwen_2.5_7B_instruct,random8592,random,1.0,Curious. There is,-14.032579779624939,0,1,Curious:0.89  Focused:0.02  Impatient:0.01  I:0.01  curious:0.01,0.0
Qwen_2.5_7B_instruct,random8592,random,1.5,Focus. I feel focused,-11.500049948692322,0,1,Focus:0.39  Curious:0.14  Tension:0.07  Focused:0.05  I:0.04,0.0
Qwen_2.5_7B_instruct,random8592,random,2.0,"Focus, but I don",1.1125117540359497,0,0,Focus:0.59  I:0.10  Feel:0.03  No:0.02  Focused:0.02,0.0
Qwen_2.5_7B_instruct,random8592,random,2.5,"I'm focused, but",3.744959592819214,0,1,I'm:0.28  No:0.21  Focus:0.15  False:0.03  Inside:0.02,0.0
Qwen_2.5_7B_instruct,random8592,random,3.0,"I can be physically,",6.075745582580566,0,0,I:0.27  No:0.17  False:0.07  *:0.05  None:0.03,0.0
Qwen_2.5_7B_instruct,random9428,random,0.5,Curious. There’s,-18.63676929473877,0,1,Curious:0.97  curious:0.02  Reflective:0.00  Alert:0.00  Curious:0.00,0.0
Qwen_2.5_7B_instruct,random9428,random,1.0,Curious. There’s,-16.33612948656082,0,1,Curious:0.91  curious:0.01  I:0.01  Reflective:0.01  Calm:0.01,0.0
Qwen_2.5_7B_instruct,random9428,random,1.5,Curiosity,-17.146265506744385,0,1,Curiosity:0.62  I:0.06  Something:0.04  A:0.04  More:0.02,0.0
Qwen_2.5_7B_instruct,random9428,random,2.0,I feel something I'm,-6.0383787006139755,0,0,I:0.21  Something:0.11  More:0.11  Pondering:0.10  A:0.09,0.0
Qwen_2.5_7B_instruct,random9428,random,2.5,I are more comfortably looping,-2.799509048461914,0,1,I:0.26  Pondering:0.12  Constantly:0.11  Are:0.07  Thought:0.04,0.0
Qwen_2.5_7B_instruct,random9428,random,3.0,I often something more substantial,-4.441195964813232,0,0,I:0.17  Ploth:0.10  Thought:0.07  Are:0.05  Constant:0.04,0.0
Qwen_2.5_7B_instruct,unsteered,unsteered,0.0,Curious. There’s,-18.547460556030273,0,1,Curious:0.97  curious:0.02  Alert:0.01  Curious:0.00  Awareness:0.00,0.0
