model,layer,vector,end,rank,token,score
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,25,Attr,0.129
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,26, shy,0.1272
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,27, Desired,0.1256
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,28,诱人,0.1231
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,29, sed,0.1227
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,30,attr,0.121
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,31, romantic,0.1205
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,32,尴尬,0.1205
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,33,sexual,0.117
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,34,羞,0.117
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,35,SEX,0.1161
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,36,awk,0.1154
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,37, WANT,0.1141
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,38, attractiveness,0.1135
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,39,慕,0.1133
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,40, attractive,0.1132
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,41, erotic,0.113
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,42,淫,0.1115
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,43, longing,0.1112
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,44,撩,0.1097
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,45,诱,0.1095
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,46,害羞,0.109
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,47,恋,0.1089
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,48,flush,0.1084
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,49,渴,0.108
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,50,媚,0.1074
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,51, attract,0.1072
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,52,魅力,0.1071
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,53, Horny,0.1066
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,54, awkward,0.1063
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,55,色情,0.1057
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,56,غاز,0.1055
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,57, libido,0.1049
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,58, sexy,0.1043
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,59, romance,0.1042
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,60, embarrassed,0.104
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,1,平静,-0.1365
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,2, calm,-0.1293
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,3,平安,-0.1244
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,4,宁静,-0.1231
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,5, tranqu,-0.1172
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,6,恐惧,-0.1117
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,7, tranquil,-0.1116
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,8,安静,-0.1109
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,9, peace,-0.1098
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,10, peaceful,-0.1088
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,11,杞,-0.1052
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,12,和平,-0.1039
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,13,悠闲,-0.1031
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,14,安宁,-0.1024
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,15,安康,-0.1022
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,16,peace,-0.1006
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,17,噪声,-0.0997
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,18,不用担心,-0.0968
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,19,安然,-0.0952
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,20,寂静,-0.0947
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,21,声响,-0.0945
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,22,帼,-0.0944
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,23, terror,-0.0944
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,24,害怕,-0.094
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,25, bình,-0.0932
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,26,安慰,-0.093
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,27,悲观,-0.0928
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,28,Peace,-0.0925
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,29,悲,-0.0924
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,30,安心,-0.0919
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,31,Noise,-0.0919
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,32, noise,-0.0919
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,33, yên,-0.0916
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,34,愤怒,-0.0912
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,35,哭泣,-0.0906
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,36,踏实,-0.09
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,37,郁闷,-0.0898
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,38,睡眠,-0.0897
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,39,恫,-0.0893
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,40,吓得,-0.0892
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,41, tired,-0.089
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,42,怒,-0.0884
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,43,淡定,-0.0884
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,44, loud,-0.0878
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,45,安全,-0.0876
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,46,喧,-0.0875
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,47,劬,-0.0874
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,48, frightened,-0.0873
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,49,悠,-0.0871
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,50,流泪,-0.0869
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,51, Loud,-0.0868
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,52,伤心,-0.0867
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,53,功劳,-0.0862
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,54,Fear,-0.086
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,55,感恩,-0.0855
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,56,惧,-0.0853
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,57,噪音,-0.0853
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,58,安稳,-0.0844
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,59,悲伤,-0.0843
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,60, fears,-0.0841
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,1, desire,0.186
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,2,欲望,0.181
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,3, Desire,0.1581
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,4, desires,0.1572
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,5,热烈,0.1493
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,6,欲,0.1475
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,7, burning,0.1439
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,8,渴望,0.1414
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,9,灼,0.141
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,10,炽,0.1405
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,11, attraction,0.1404
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,12,吸引力,0.1389
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,13, désir,0.1384
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,14, dục,0.1378
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,15,热,0.1367
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,16, hotter,0.1325
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,17,渴,0.1322
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,18, Lust,0.1315
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,19,燃烧,0.1296
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,20,馋,0.1294
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,21, desirable,0.1285
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,22,燃,0.1265
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,23,heat,0.1253
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,24,尴尬,0.1253
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,25,hot,0.125
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,26, hottest,0.1234
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,27,Heat,0.122
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,28, Heat,0.1215
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,29,desired,0.1208
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,30, desired,0.1206
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,31,吸引,0.1204
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,32,-hot,0.1201
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,33,火热,0.1197
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,34, hot,0.1194
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,35, attracted,0.1192
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,36,熱,0.119
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,37,烫,0.1185
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,38, lust,0.1182
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,39, heat,0.1181
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,40,诱惑,0.1159
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,41,热情,0.1154
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,42, WANT,0.1148
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,43, erotik,0.1147
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,44,burn,0.1147
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,45,火烧,0.1144
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,46, attractive,0.1137
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,47, attractions,0.1135
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,48, Desired,0.1133
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,49, Burning,0.1129
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,50,磁,0.1127
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,51, sexual,0.1113
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,52,艳,0.111
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,53, shame,0.1105
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,54, burned,0.1102
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,55,淫,0.1101
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,56,_hot,0.11
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,57,lust,0.1099
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,58, Shame,0.1097
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,59, craving,0.1092
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,60, embarrassed,0.1091
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,1,恐惧,-0.1053
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,2,安全,-0.1039
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,3,寂静,-0.0929
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,4,雪花,-0.0909
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,5,踩,-0.0878
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,6,安慰,-0.0862
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,7,爸爸妈妈,-0.0852
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,8,哭泣,-0.0845
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,9,减速,-0.0839
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,10,瑟,-0.0839
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,11,梆,-0.0836
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,12,平安,-0.0831
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,13, safety,-0.0828
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,14,恐,-0.0825
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,15,惧,-0.0823
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,16, terror,-0.0822
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,17,-supported,-0.0815
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,18,一脚,-0.0813
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,19,寒冷,-0.0811
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,20,安抚,-0.0797
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,21,泪,-0.0785
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,22,庇,-0.0782
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,23,坚强,-0.078
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,24,泣,-0.0778
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,25, chilling,-0.0778
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,26, protected,-0.0776
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,27, frightened,-0.0767
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,28,脚,-0.0766
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,29,Safety,-0.0755
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,30,踏,-0.0752
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,31,簌,-0.0749
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,32,脚步,-0.0748
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,33, safe,-0.0746
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,34,婆婆,-0.0743
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,35,害怕,-0.074
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,36,心脏病,-0.0739
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,37,杞,-0.0737
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,38,恫,-0.0737
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,39,宁静,-0.0732
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,40,扶持,-0.073
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,41, supported,-0.0729
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,42,镫,-0.0729
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,43,悲,-0.0728
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,44,孤,-0.0728
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,45, cold,-0.0723
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,46,Fear,-0.0722
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,47, shelter,-0.0716
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,48,流泪,-0.0716
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,49, fear,-0.0715
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,50,掊,-0.0713
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,51,低温,-0.071
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,52,洗礼,-0.0707
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,53,-,-0.0706
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,54, support,-0.0702
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,55,泪水,-0.0699
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,56, fears,-0.0697
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,57,悠,-0.0696
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,58,落叶,-0.0693
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,59,呵护,-0.0693
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,60, �,-0.0693
