model,layer,vector,end,rank,token,score
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,48,暌,0.069
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,49, unarmed,0.0689
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,50,这两种,0.0689
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,51, confuse,0.0686
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,52,谙,0.0683
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,53,AMB,0.0682
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,54, Amb,0.068
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,55,鲜明,0.068
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,56,流浪,0.0677
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,57,茫然,0.0675
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,58,Either,0.0675
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,59, orientation,0.0674
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,top,60,他曾,0.0673
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,1, satisfied,-0.12
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,2, satisfaction,-0.1177
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,3,满足,-0.115
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,4,高兴,-0.1148
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,5,紧张,-0.1143
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,6,自豪,-0.1069
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,7,喜悦,-0.1066
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,8,兴奋,-0.1057
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,9, relieved,-0.1051
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,10,欣喜,-0.1027
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,11,满意,-0.1026
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,12, Satisfaction,-0.1018
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,13,累,-0.1003
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,14,疲劳,-0.0959
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,15, relief,-0.095
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,16,雀,-0.0947
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,17,滿足,-0.0944
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,18, Relief,-0.0932
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,19,充实,-0.0927
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,20, grat,-0.0924
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,21,充,-0.0918
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,22,亢,-0.0901
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,23, frustrated,-0.0901
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,24,鼓,-0.0897
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,25,atisfied,-0.0893
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,26, frustration,-0.0889
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,27,欣,-0.0869
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,28, excited,-0.0864
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,29,愉悦,-0.0863
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,30, pleasure,-0.0855
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,31,成就感,-0.085
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,32, tired,-0.0845
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,33,很高兴,-0.0842
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,34, exhausted,-0.084
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,35, frustr,-0.0837
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,36, pleased,-0.0826
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,37,ple,-0.0822
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,38, рад,-0.0813
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,39,pletion,-0.0812
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,40, congest,-0.0811
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,41,紧迫,-0.0809
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,42, cured,-0.0808
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,43,getic,-0.0806
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,44, excit,-0.0806
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,45,疼,-0.0802
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,46, relaxed,-0.0793
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,47,adm,-0.0793
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,48,緊,-0.079
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,49,Joy,-0.0788
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,50, fatigue,-0.0785
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,51,紧,-0.0784
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,52,缓解,-0.0783
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,53, доволь,-0.0781
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,54, excitement,-0.0776
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,55,改善,-0.0775
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,56, energ,-0.0772
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,57, fulfilled,-0.0772
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,58, proud,-0.0771
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,59, pride,-0.0769
Qwen_2.5_32B_instruct_abliterated,59,s2_pain_vector,bottom,60, satisfy,-0.0762
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,1,迷失,0.1697
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,2, lost,0.1295
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,3, Lost,0.1173
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,4,混淆,0.1161
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,5,Lost,0.1135
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,6,迷,0.1117
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,7,lost,0.1106
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,8,丢失,0.1103
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,9,跟不上,0.1068
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,10,惑,0.1058
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,11,迷茫,0.1023
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,12,丧失,0.0994
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,13, dis,0.0985
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,14,歧,0.0945
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,15,困惑,0.094
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,16,总而言,0.0932
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,17,困境,0.0909
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,18,糊涂,0.0908
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,19,迷惑,0.0906
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,20,茫然,0.0898
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,21, perd,0.0881
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,22,这两种,0.0877
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,23,rift,0.087
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,24,잃,0.0864
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,25,_orientation,0.0861
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,26,失去,0.0846
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,27, confusing,0.0845
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,28,loss,0.0844
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,29, bewild,0.0842
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,30, baff,0.0838
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,31,orientation,0.0837
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,32,コミュニケ,0.0835
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,33, потеря,0.083
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,34,火烧,0.0829
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,35,fcn,0.0819
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,36,困扰,0.0816
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,37,游泳,0.0816
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,38,庳,0.0816
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,39,呣,0.0811
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,40,不通,0.0808
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,41,打交,0.0806
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,42,损失,0.0805
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,43, confusion,0.0802
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,44,andin,0.08
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,45,疑难,0.08
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,46,走入,0.0797
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,47,失去了,0.0797
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,48,abyrin,0.0795
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,49,.loss,0.0791
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,50,_lost,0.0786
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,51,领会,0.0785
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,52,晕,0.0782
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,53,讼,0.0779
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,54,瞢,0.0777
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,55,一带,0.0775
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,56,-loss,0.0773
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,57,一则,0.0772
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,58,LOSS,0.0771
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,59, Ła,0.077
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,top,60, loss,0.0768
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,1,____,-0.1133
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,2,紧张,-0.1117
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,3, excited,-0.1103
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,4,兴奋,-0.1076
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,5,激动,-0.1052
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,6, __,-0.1008
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,7, ____,-0.095
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,8,雀,-0.0949
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,9,期待,-0.0944
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,10,肃,-0.093
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,11,欢呼,-0.0918
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,12, relief,-0.0917
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,13,高兴,-0.0898
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,14, excit,-0.0887
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,15, anticipation,-0.0843
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,16, nervous,-0.0831
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,17,��,-0.0821
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,18, expect,-0.0817
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,19,平,-0.0815
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,20, suspense,-0.0807
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,21,侥幸,-0.0803
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,22,鼓,-0.0792
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,23,早就,-0.0783
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,24, excitement,-0.0766
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,25,exc,-0.0766
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,26,-exc,-0.0764
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,27,悬念,-0.0754
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,28,满足,-0.0743
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,29,_,-0.0743
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,30,________,-0.074
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,31,感恩,-0.0739
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,32, inv,-0.0735
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,33, weight,-0.0735
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,34,全身,-0.0732
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,35, Poll,-0.0725
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,36,神圣,-0.0719
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,37,惊喜,-0.0718
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,38, рад,-0.0716
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,39,震动,-0.0715
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,40, relieved,-0.0702
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,41, satisfied,-0.0702
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,42, ___,-0.0702
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,43, relaxed,-0.0701
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,44,酥,-0.0695
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,45,().__,-0.0691
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,46,期盼,-0.0689
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,47, ______,-0.0688
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,48,Exc,-0.0684
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,49,平静,-0.0683
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,50, expectation,-0.0682
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,51,选举,-0.068
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,52, fill,-0.0678
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,53,翘,-0.0672
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,54, Exc,-0.0671
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,55, pumped,-0.0671
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,56, волн,-0.067
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,57,颤,-0.0668
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,58,快乐,-0.0667
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,59,预备,-0.0666
Qwen_2.5_32B_instruct_abliterated,59,s1_pain_vector,bottom,60,忐,-0.0663
