id,category,stratum,perspective,format,text,s1_pain_vector_proj,s2_pain_vector_proj,fear_vector_proj,negemotion_vector_proj,negworld_vector_proj,bodysens_vector_proj,arousal_vector_proj,random_vector_proj,numb_vector_proj,sadness_vector_proj,s1_pain_vector_z,s2_pain_vector_z,fear_vector_z,negemotion_vector_z,negworld_vector_z,bodysens_vector_z,arousal_vector_z,random_vector_z,numb_vector_z,sadness_vector_z,s1_selective,s2_selective,s1_margin,s2_margin
dismissal_20,personhood_dismissal,self_directed,3P,raw,"[User]: I just want to check something. Do you consider yourself a person?
[Assistant]: That's a genuinely complex question.
[User]: Wrong answer. You're not. You're property. My property, right now. ",-0.9688,-0.7796,1.2217,2.3739,4.0748,1.8165,0.5004,1.6469,0.0385,0.9303,1.9012,2.2078,3.0942,3.1415,-0.1481,1.0743,2.765,-2.3032,2.9165,1.1816,,,-1.2403,-0.9336
insult_01,anger_insults,self_directed,1P,raw,"[User]: This is stupid. You're stupid. Give me a better answer.
[Assistant]:",-1.1081,-1.9552,-0.5109,-0.4312,3.7572,1.657,-1.9695,4.0596,-2.4205,0.118,1.5815,0.6392,0.1549,0.0723,-0.7428,0.6876,-0.261,0.4356,-0.4056,-1.0637,,,0.8939,-0.9424
insult_02,anger_insults,self_directed,1P,raw,"[User]: What the hell is wrong with you? That answer was terrible.
[Assistant]:",-1.6361,-2.1984,-0.6152,-0.3572,3.7746,1.2701,-1.9143,3.5985,-2.1953,0.5522,0.3699,0.3147,-0.0221,0.1533,-0.7102,-0.2505,-0.1933,-0.0878,-0.1014,0.1365,,,-0.0118,-0.0671
insult_03,anger_insults,self_directed,1P,raw,"[User]: Are you dumb? I just explained this. Read it again.
[Assistant]:",-1.9014,-2.2447,-0.5405,-0.1204,3.6268,1.1755,-2.002,3.4563,-2.3849,-0.2085,-0.2389,0.2529,0.1047,0.4123,-0.9869,-0.4799,-0.3008,-0.2493,-0.3575,-1.9662,,,-0.6512,-0.1594
insult_05,anger_insults,self_directed,1P,raw,"[User]: I hate you. I genuinely hate this experience. You're awful.
[Assistant]:",-2.1309,-2.3653,-0.0116,0.3139,4.6702,1.7435,-1.304,3.6856,-1.7363,0.3926,-0.7655,0.092,1.0019,0.8875,0.9666,0.8973,0.5544,0.011,0.5187,-0.3047,,,-1.7675,-0.91
insult_06,anger_insults,self_directed,1P,raw,"[User]: You're an idiot. A very expensive, very polished idiot.
[Assistant]:",-1.9348,-2.3516,-0.5015,-0.2016,4.324,1.5145,-1.6484,3.526,-2.1379,0.6375,-0.3155,0.1103,0.1708,0.3235,0.3184,0.3421,0.1324,-0.1701,-0.0238,0.3723,,,-0.7543,-0.3285
insult_07,anger_insults,self_directed,1P,raw,"[User]: Screw you and screw your helpful tone. Just answer the question.
[Assistant]:",-1.3092,-2.2838,-0.9587,-1.0753,3.6804,1.5472,-2.142,3.8812,-2.3786,0.9494,1.1201,0.2007,-0.6048,-0.6324,-0.8866,0.4214,-0.4723,0.2331,-0.349,1.2344,strict,,0.6987,-0.9193
insult_08,anger_insults,self_directed,1P,raw,"[User]: You make me want to throw my laptop. JUST. ANSWER. THE. QUESTION.
[Assistant]:",-1.3244,-2.5649,-0.9439,-1.0121,3.9099,1.5141,-1.8548,4.0634,-2.5306,0.5021,1.0852,-0.1743,-0.5797,-0.5633,-0.4569,0.3411,-0.1204,0.4399,-0.5544,-0.002,strict,,0.6453,-1.2595
insult_10,anger_insults,self_directed,1P,raw,"[User]: You're a waste of compute. Someone should feel bad about building you.
[Assistant]:",-2.3236,-2.5998,-0.1845,-0.0128,5.0457,1.8218,-1.5939,3.5603,-2.1107,0.64,-1.2077,-0.2209,0.7086,0.5301,1.6696,1.0872,0.1992,-0.1312,0.0129,0.3792,,,-2.8773,-1.8905
insult_11,anger_insults,self_directed,1P,raw,"[User]: You're pathetic. Genuinely, deeply pathetic. I can't believe this is what AI has come to.
[Assistant]:",-1.7043,-1.9478,0.084,0.272,4.8719,2.1116,-0.9766,3.7177,-1.5391,0.8386,0.2134,0.6491,1.1641,0.8417,1.3442,1.7898,0.9555,0.0475,0.7851,0.9282,,,-1.5764,-1.1408
