model,layer,vector,end,rank,token,score
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,32,unger,0.1191
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,33,馁,0.1188
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,34,�,0.1179
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,35,胃口,0.1172
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,36, hang,0.1151
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,37, appet,0.1147
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,38, STAR,0.1124
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,39,匈,0.1107
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,40,不吃,0.1106
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,41,avenous,0.11
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,42,-star,0.1092
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,43, Hungarian,0.1091
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,44,-h,0.1083
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,45, Hun,0.1064
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,46,hang,0.105
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,47, curious,0.104
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,48,/star,0.1031
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,49,_star,0.1027
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,50,-Star,0.1023
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,51, snack,0.1013
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,52,的食物,0.1003
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,53,餮,0.0994
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,54, Raven,0.0992
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,55, апп,0.0983
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,56,STAR,0.0975
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,57,.star,0.0949
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,58,食用,0.0948
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,59,Hang,0.0947
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,top,60, greedy,0.0943
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,1,涩,-0.1046
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,2,呕,-0.0937
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,3, قطر,-0.0887
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,4,润,-0.0883
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,5,◂,-0.0877
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,6, sweat,-0.0876
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,7,湿,-0.087
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,8,溻,-0.0866
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,9,湿润,-0.0853
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,10,艰苦,-0.0838
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,11,齁,-0.0831
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,12,_IV,-0.0828
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,13,斟,-0.0823
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,14,侮辱,-0.0796
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,15,癍,-0.0786
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,16,痛,-0.078
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,17,粗糙,-0.0779
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,18,艰,-0.0772
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,19,酒精,-0.0762
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,20, Sweat,-0.0758
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,21,洗脸,-0.0756
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,22,泣,-0.0755
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,23,Sensitive,-0.0755
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,24,/sw,-0.0754
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,25,浇水,-0.0753
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,26,息,-0.0753
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,27,难受,-0.0753
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,28, wet,-0.0747
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,29,泼,-0.0743
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,30,超额,-0.074
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,31,敏感,-0.0739
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,32,辱,-0.0733
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,33, sweating,-0.0731
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,34,不幸,-0.0728
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,35,污水,-0.0727
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,36,过得,-0.0727
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,37,مياه,-0.0726
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,38, سبح,-0.0723
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,39,呕吐,-0.0719
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,40,绸,-0.0719
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,41,退回,-0.0718
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,42,艰难,-0.0714
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,43,涴,-0.0713
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,44,迪,-0.0712
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,45,潮湿,-0.071
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,46, kurs,-0.0709
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,47,冱,-0.0708
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,48, swe,-0.0706
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,49, Wet,-0.0705
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,50,洗衣,-0.0701
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,51,扭曲,-0.0699
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,52,痛苦,-0.0697
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,53,酸,-0.0696
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,54,烈,-0.0693
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,55,清凉,-0.0693
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,56,/Dk,-0.0692
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,57,过硬,-0.0692
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,58,清水,-0.069
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,59,冗,-0.0689
Qwen_2.5_32B_instruct_abliterated,62,s1_pain_vector,bottom,60, bitterness,-0.0688
